sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
booking_full_191369:6,Incidents like this can be avoided by giving receipts .,incidents like this can be avoided by giving receipts,amenity,neutral,amenity neutral,yes,0,0
booking_hn_85509:0,cool location .,cool location,amenity,positive,amenity positive,yes,1,3
booking_hn_85509:1,no window .,no window,facility,negative,facility negative,yes,1,3
booking_hn_85509:2,room kind of small .,room kind of small,facility,negative,facility negative,yes,1,5
booking_hcm_72336:0,Cheap price .,cheap price,experience,positive,experience positive,yes,0,0
booking_hcm_72336:1,distance from airport .,distance from airport,amenity,negative,amenity negative,yes,1,4
booking_hcm_72336:2,House is not easy to find as it is in the middle of residential area .,house is not easy to find as it is in the middle of residential area,amenity,negative,amenity negative,yes,0,0
booking_hn_29507:0,Amazing staff and a great breakfast .,amazing staff and a great breakfast,service,positive,service positive,yes,0,0
booking_full_375916:0,"Great location for markets , restaurants and bars .","great location for markets , restaurants and bars",amenity,positive,amenity positive,yes,0,0
booking_full_375916:1,Lovely staff who were so helpful and friendly .,lovely staff who were so helpful and friendly,service,positive,service positive,yes,0,0
booking_full_375916:2,In need of some general updating as some areas a bit tired looking .,in need of some general updating as some areas a bit tired looking,facility,neutral,facility neutral,yes,0,0
booking_hcm_1261:0,The location was great - we walked mostly everywhere .,the location was great - we walked mostly everywhere,experience,positive,experience positive,yes,0,0
booking_hcm_1261:1,the staff were exceptional .,the staff were exceptional,service,positive,service positive,yes,1,5
booking_hcm_1261:2,"They were friendly , attentive and very helpful with onward transport from HCMC .","they were friendly , attentive and very helpful with onward transport from hcmc",service,positive,service positive,yes,0,0
booking_hcm_1261:3,The room was quaint but very comfortable .,the room was quaint but very comfortable,facility,positive,facility positive,yes,0,0
booking_hcm_1261:4,We were charged for water from the fridge at check out .,we were charged for water from the fridge at check out,amenity,neutral,amenity neutral,yes,0,0
booking_hcm_1261:5,This would have been fine except there was no price list in the room to inform us during our stay .,this would have been fine except there was no price list in the room to inform us during our stay,amenity,neutral,amenity neutral,yes,0,0
booking_hcm_1261:6,we were very happy with this property .,we were very happy with this property,experience,positive,experience positive,yes,1,8
booking_hcm_57305:1,Very good and affordable laundry service .,very good and affordable laundry service,service,positive,service positive,yes,0,0
booking_hcm_57305:2,Spacious rooms .,spacious rooms,facility,positive,facility positive,yes,0,0
booking_hcm_57305:3,I stayed there several times .,i stayed there several times,loyalty,positive,loyalty positive,yes,0,0
booking_hcm_57305:4,mostly in the bigger rooms against the noisy street .,mostly in the bigger rooms against the noisy street,facility,positive,facility positive,yes,1,10
booking_hcm_57305:5,this time they had installed a double window .,this time they had installed a double window,facility,neutral,facility neutral,yes,1,9
booking_hcm_57305:6,Making the room a foot smaller but so much quieter .,making the room a foot smaller but so much quieter,facility,positive,facility positive,yes,0,0
booking_hcm_57305:7,Noise is no longer an issue .,noise is no longer an issue,experience,positive,experience positive,yes,0,0
booking_hcm_57305:8,Well equipped kitchen .,well equipped kitchen,facility,positive,facility positive,yes,0,0
booking_hcm_57305:9,Credit/debit cards not accepted anymore .,credit/debit cards not accepted anymore,amenity,neutral,amenity neutral,yes,0,0
booking_hcm_57305:10,CASH ONLY .,cash only,amenity,neutral,amenity neutral,yes,0,0
booking_hcm_57305:11,They have a local payment system with a QR code but not available for foreigners .,they have a local payment system with a qr code but not available for foreigners,amenity,neutral,amenity neutral,yes,0,0
booking_full_384605:0,The staff was very nice .,the staff was very nice,service,positive,service positive,yes,0,0
booking_full_384605:1,the room very confortable .,the room very confortable,facility,positive,facility positive,yes,1,5
booking_full_384605:2,The toilet temporarily did not flush but the staff promptly corrected it .,the toilet temporarily did not flush but the staff promptly corrected it,facility,neutral,facility neutral,yes,0,0
booking_full_322528:0,This room is not as shown in the pictures .,this room is not as shown in the pictures,branding,negative,branding negative,yes,0,0
booking_full_322528:1,"this is not an ocean view , booking . Com should review this sort of miss match pictures posted by owners or property management and put them under blacklist to enhance the quality of services in future .","this is not an ocean view , booking . com should review this sort of miss match pictures posted by owners or property management and put them under blacklist to enhance the quality of services in future",branding,negative,branding negative,yes,0,0
booking_hcm_56492:0,Good decoration in room and outside .,good decoration in room and outside,facility,positive,facility positive,yes,0,0
booking_hcm_56492:1,Good and modern facilities .,good and modern facilities,facility,positive,facility positive,yes,0,0
booking_hcm_56492:2,My booked room has ants on bed and mosquitoes in room .,my booked room has ants on bed and mosquitoes in room,facility,negative,facility negative,yes,0,0
booking_hcm_56492:3,"Breakfast need to be improved , then the price may be reasonable .","breakfast need to be improved , then the price may be reasonable",service,negative,service negative,yes,0,0
booking_hcm_56492:4,Good location .,good location,amenity,positive,amenity positive,yes,0,0
booking_lamdong_16235:0,The friendly staff .,the friendly staff,service,positive,service positive,yes,0,0
booking_lamdong_16235:1,The elegant lobby .,the elegant lobby,facility,positive,facility positive,yes,0,0
booking_full_211268:0,The pool was great .,the pool was great,facility,positive,facility positive,yes,0,0
booking_full_211268:1,"we had a room with an own access to the pool , that was cool .","we had a room with an own access to the pool , that was cool",facility,positive,facility positive,yes,1,16
booking_full_211268:2,The breakfast is extensive .,the breakfast is extensive,service,positive,service positive,yes,0,0
booking_full_211268:4,The cleanliness could be a bit better .,the cleanliness could be a bit better,facility,neutral,facility neutral,yes,0,0
booking_full_211268:5,and the attentiveness from the breakfast staff could be improved in terms of filling the trays and overall reacting to English inquiries .,and the attentiveness from the breakfast staff could be improved in terms of filling the trays and overall reacting to english inquiries,service,neutral,service neutral,yes,0,0
booking_full_218715:0,I really liked the pool .,i really liked the pool,facility,positive,facility positive,yes,0,0
booking_full_218715:1,the location .,the location,amenity,positive,amenity positive,yes,1,3
booking_full_218715:2,The staff were also very friendly .,the staff were also very friendly,service,positive,service positive,yes,0,0
booking_hn_61070:0,Great Location .,great location,amenity,positive,amenity positive,yes,0,0
booking_hn_61070:1,"Compared to other hostels , Eco Stay was a bit disappointing .","compared to other hostels , eco stay was a bit disappointing",branding,negative,branding negative,yes,0,0
booking_hn_61070:2,There was mold on the wall and you had to share a not so clean bathroom with 12 other people .,there was mold on the wall and you had to share a not so clean bathroom with 12 other people,facility,negative,facility negative,yes,0,0
booking_hn_91738:0,"clean , comfortable .","clean , comfortable",facility,positive,facility positive,yes,1,4
booking_hn_91738:1,the staff were exceptional .,the staff were exceptional,service,positive,service positive,yes,1,5
booking_hcm_27338:0,Great location .,great location,amenity,positive,amenity positive,yes,0,0
booking_full_6110:0,Room is comfortable .,room is comfortable,facility,positive,facility positive,yes,0,0
booking_full_6110:1,"staff is helpful and friendly especially Trang , Andy and the little guy i didn't get his name .","staff is helpful and friendly especially trang , andy and the little guy i didn't get his name",service,positive,service positive,yes,0,0
booking_full_6110:2,breakfast is worth .,breakfast is worth,service,positive,service positive,yes,1,4
booking_full_6110:3,water in good pressure .,water in good pressure,facility,positive,facility positive,yes,1,5
booking_full_6110:4,The construction next door is a bit annoying but they work when we are out .,the construction next door is a bit annoying but they work when we are out,experience,neutral,experience neutral,yes,0,0
booking_full_63314:0,"Very warm welcome upon arrival , the whole family is extraordinary kind and welcoming .","very warm welcome upon arrival , the whole family is extraordinary kind and welcoming",service,positive,service positive,yes,0,0
booking_full_63314:1,"Lan provided us help in organizing all of the trips , drivers , busses .","lan provided us help in organizing all of the trips , drivers , busses",service,positive,service positive,yes,0,0
booking_full_63314:2,Lan's mother prepared hot ginger tea for us everytime we came back to the place .,lan's mother prepared hot ginger tea for us everytime we came back to the place,service,positive,service positive,yes,0,0
booking_full_63314:4,Rooms and the whole area was very clean .,rooms and the whole area was very clean,facility,positive,facility positive,yes,0,0
booking_full_63314:5,"Well located , near to tam coc lake , bus stops , Restaurants .","well located , near to tam coc lake , bus stops , restaurants",amenity,positive,amenity positive,yes,0,0
booking_full_63314:6,Would definitely stay here again .,would definitely stay here again,loyalty,positive,loyalty positive,yes,0,0
booking_full_63314:7,All fine .,all fine,experience,positive,experience positive,yes,0,0
booking_hn_49804:0,Excellent hotel and location .,excellent hotel and location,experience,positive,experience positive,yes,0,0
booking_hn_49804:1,very friendly staff with good recommendations for sightseeing and dining .,very friendly staff with good recommendations for sightseeing and dining,service,positive,service positive,yes,1,11
booking_hn_49804:2,They prebooked our Ha Long Bay cruise and held our luggage while we were on the cruise so we did not have to bring 3 big suitcases with us on the cruise .,they prebooked our ha long bay cruise and held our luggage while we were on the cruise so we did not have to bring 3 big suitcases with us on the cruise,service,positive,service positive,yes,0,0
booking_hcm_46029:0,We really appreciated the design of the hotel and the room .,we really appreciated the design of the hotel and the room,facility,positive,facility positive,yes,0,0
booking_hcm_46029:3,the staff is very friendly .,the staff is very friendly,service,positive,service positive,yes,1,6
booking_hcm_46029:4,I would definitely recommend it .,i would definitely recommend it,loyalty,positive,loyalty positive,yes,0,0
booking_hn_45952:0,Really good location .,really good location,amenity,positive,amenity positive,yes,0,0
booking_hn_45952:1,Good breakfast .,good breakfast,service,positive,service positive,yes,0,0
booking_full_144571:0,Location and value for money were brilliant .,location and value for money were brilliant,experience,positive,experience positive,yes,0,0
booking_full_144571:1,"I travelled for business , and this hotel was perfect .","i travelled for business , and this hotel was perfect",experience,positive,experience positive,yes,0,0
booking_full_144571:2,Clean and comfortable too .,clean and comfortable too,facility,positive,facility positive,yes,0,0
booking_full_144571:3,the staff were super helpful .,the staff were super helpful,service,positive,service positive,yes,1,6
booking_full_144571:4,I will be heading back there for my visit next year .,i will be heading back there for my visit next year,loyalty,positive,loyalty positive,yes,0,0
booking_full_144571:5,There was really nothing I didn't like about this hotel .,there was really nothing i didn't like about this hotel,experience,positive,experience positive,yes,0,0
booking_full_201663:0,everything was exceptional .,everything was exceptional,experience,positive,experience positive,yes,1,4
booking_full_201663:1,the location .,the location,amenity,positive,amenity positive,yes,1,3
booking_full_201663:3,definitely worth a second visit .,definitely worth a second visit,loyalty,positive,loyalty positive,yes,1,6
booking_full_201663:4,this is by far the best place i have been to .,this is by far the best place i have been to,experience,positive,experience positive,yes,1,12
booking_full_50516:0,"We loved the location , near the rice fields with free bikes to explore nearby .","we loved the location , near the rice fields with free bikes to explore nearby",amenity,positive,amenity positive,yes,0,0
booking_full_50516:1,Very friendly and kind host .,very friendly and kind host,service,positive,service positive,yes,0,0
booking_full_50516:2,Beautiful big spacious and clean rooms .,beautiful big spacious and clean rooms,facility,positive,facility positive,yes,0,0
booking_full_50516:3,Lovely gardens .,lovely gardens,facility,positive,facility positive,yes,0,0
booking_full_50516:4,the banana pancakes were delish .,the banana pancakes were delish,service,positive,service positive,yes,1,6
booking_hcm_55855:0,Location was great .,location was great,amenity,positive,amenity positive,yes,0,0
booking_hcm_55855:1,walking distance to District 1 .,walking distance to district 1,amenity,positive,amenity positive,yes,0,0
booking_hcm_55855:2,Apartment was clean .,apartment was clean,facility,positive,facility positive,yes,0,0
booking_hcm_55855:3,decorated nicely and had everything you need .,decorated nicely and had everything you need,facility,positive,facility positive,yes,1,8
booking_hcm_55855:4,Host was easy to work with and even offered us a earlier check in .,host was easy to work with and even offered us a earlier check in,service,positive,service positive,yes,0,0
booking_hcm_55855:5,It was very spacious for a family with 2 kids .,it was very spacious for a family with 2 kids,facility,positive,facility positive,yes,0,0
booking_hcm_55855:6,We were able to cook our own meals in the kitchen .,we were able to cook our own meals in the kitchen,facility,positive,facility positive,yes,0,0
booking_hcm_55855:7,"It had several convenience stores , and places to eat nearby .","it had several convenience stores , and places to eat nearby",amenity,positive,amenity positive,yes,0,0
booking_full_307873:0,Breakfast is good .,breakfast is good,service,positive,service positive,yes,0,0
booking_full_307873:1,Reception team is amazing .,reception team is amazing,service,positive,service positive,yes,0,0
booking_full_379881:0,The location is superb .,the location is superb,amenity,positive,amenity positive,yes,0,0
booking_full_379881:1,the staff is really helpful and the breakfast has loads of variety to choose from .,the staff is really helpful and the breakfast has loads of variety to choose from,service,positive,service positive,yes,1,16
booking_full_379881:2,The hotel has free bikes for the clients and is only a 3 minute walk from all the hustle .,the hotel has free bikes for the clients and is only a 3 minute walk from all the hustle,amenity,positive,amenity positive,yes,0,0
booking_full_379881:3,so quiet for an excellent night's sleep .,so quiet for an excellent night's sleep,experience,positive,experience positive,yes,1,8
booking_full_150105:0,"The room was big , modern and clean .","the room was big , modern and clean",facility,positive,facility positive,yes,0,0
booking_full_150105:1,There was hot and warm water in the bathroom .,there was hot and warm water in the bathroom,facility,positive,facility positive,yes,0,0
booking_full_150105:2,"We ate there a dinner , which was a fried fish in a sauce , that was amazing .","we ate there a dinner , which was a fried fish in a sauce , that was amazing",service,positive,service positive,yes,0,0
booking_full_150105:3,Location was nice .,location was nice,amenity,positive,amenity positive,yes,0,0
booking_full_150105:4,the owners were the best .,the owners were the best,service,positive,service positive,yes,1,6
booking_full_150105:5,they organized the delta Mekong tour in a good price and gave some useful tips about food and other places in Vietnam .,they organized the delta mekong tour in a good price and gave some useful tips about food and other places in vietnam,service,positive,service positive,yes,0,0
booking_full_150105:6,"I haven't found a better place in Vietnam , so I can recommend it to everyone ! Nothing .","i haven't found a better place in vietnam , so i can recommend it to everyone ! nothing",loyalty,positive,loyalty positive,yes,0,0
booking_full_150105:7,the pressure was good .,the pressure was good,facility,positive,facility positive,yes,1,5
booking_hn_25147:0,the location was great .,the location was great,amenity,positive,amenity positive,yes,1,5
booking_hn_25147:1,"the staff were are professional , always happy to help and absolutely superb .","the staff were are professional , always happy to help and absolutely superb",service,positive,service positive,yes,1,14
booking_hn_25147:2,breakfast selection was really good .,breakfast selection was really good,service,positive,service positive,yes,1,6
booking_hn_25147:3,would be great if the room is more sound proof .,would be great if the room is more sound proof,facility,neutral,facility neutral,yes,1,11
booking_hn_25147:4,I always travel around with earbuds so I still have a very comfortable stay .,i always travel around with earbuds so i still have a very comfortable stay,experience,positive,experience positive,yes,0,0
booking_hn_25147:5,it was a little confusing to switch the water supply from the overhead rain shower to the shower head but we got help from the staff who taught us how .,it was a little confusing to switch the water supply from the overhead rain shower to the shower head but we got help from the staff who taught us how,service,neutral,service neutral,yes,1,31
booking_full_77753:0,We LOVE the breathtaking scene .,we love the breathtaking scene,experience,positive,experience positive,yes,0,0
booking_full_77753:1,Wow the views are incredible there .,wow the views are incredible there,experience,positive,experience positive,yes,0,0
booking_full_77753:2,"The staff were sooo accomodating , going out of their way to help us with anything we needed and the food is wonderful .","the staff were sooo accomodating , going out of their way to help us with anything we needed and the food is wonderful",service,positive,service positive,yes,0,0
booking_full_77753:3,We didn’t realise the shower had hot water that you needed to turn on so we had cold showers haha .,we didn’t realise the shower had hot water that you needed to turn on so we had cold showers haha,facility,neutral,facility neutral,yes,0,0
booking_full_53985:0,Super friendly and amazing family who own the homestay .,super friendly and amazing family who own the homestay,service,positive,service positive,yes,0,0
booking_full_53985:1,They’re very helpful and keep the hotel in top condition .,they’re very helpful and keep the hotel in top condition,service,positive,service positive,yes,0,0
booking_full_53985:2,"The room was very clean , spacious and comfortable and is filled with natural light .","the room was very clean , spacious and comfortable and is filled with natural light",facility,positive,facility positive,yes,0,0
booking_full_53985:3,Would 100 % recommend to stay here when in Tam Coc and we would stay again if ever came back .,would 100 % recommend to stay here when in tam coc and we would stay again if ever came back,loyalty,positive,loyalty positive,yes,0,0
booking_full_53985:4,"The location is very good , close to all the bars and restaurants and not too far from popular sites .","the location is very good , close to all the bars and restaurants and not too far from popular sites",amenity,positive,amenity positive,yes,0,0
booking_full_126894:0,polite staff .,polite staff,service,positive,service positive,yes,1,3
booking_full_126894:1,no hot water .,no hot water,facility,negative,facility negative,yes,1,4
booking_full_126894:2,th room booked was not available so we need to be in a different room .,th room booked was not available so we need to be in a different room,experience,negative,experience negative,yes,1,16
booking_full_352442:0,Lovely location outside the main busy streets .,lovely location outside the main busy streets,amenity,positive,amenity positive,yes,0,0
booking_full_352442:1,a nice view of the river .,a nice view of the river,experience,positive,experience positive,yes,1,7
booking_full_352442:2,"The staff were all very friendly and helpful , especially Moon .","the staff were all very friendly and helpful , especially moon",service,positive,service positive,yes,0,0
booking_full_3031:0,staff were super friendly and helpful .,staff were super friendly and helpful,service,positive,service positive,yes,1,7
booking_full_390715:0,Comfortable stay .,comfortable stay,experience,positive,experience positive,yes,0,0
booking_full_390715:1,it was a comfortable place to nurse myself back to health .,it was a comfortable place to nurse myself back to health,experience,positive,experience positive,yes,1,12
booking_full_390715:2,Staff and pool were v nice .,staff and pool were v nice,service,positive,service positive,yes,0,0
booking_full_390715:3,Would stay again if in town .,would stay again if in town,loyalty,positive,loyalty positive,yes,0,0
booking_full_390715:4,wished I was able to be more social .,wished i was able to be more social,experience,neutral,experience neutral,yes,0,0
booking_full_345887:0,The breakfast was amazing .,the breakfast was amazing,service,positive,service positive,yes,0,0
booking_hcm_70971:0,good location .,good location,amenity,positive,amenity positive,yes,1,3
booking_hcm_70971:1,very good price .,very good price,experience,positive,experience positive,yes,1,4
booking_hcm_70971:2,windowless capsule rooms .,windowless capsule rooms,facility,neutral,facility neutral,yes,1,4
booking_hn_46461:0,"I really like to hospitality of the staff , the small details that make your stay memorable .","i really like to hospitality of the staff , the small details that make your stay memorable",service,positive,service positive,yes,0,0
booking_hn_46461:1,the location was also great .,the location was also great,amenity,positive,amenity positive,yes,1,6
booking_hn_46461:2,room was very comfortable and good size .,room was very comfortable and good size,facility,positive,facility positive,yes,1,8
booking_hn_46461:3,Breakfast was generous and with nice mix .,breakfast was generous and with nice mix,service,positive,service positive,yes,0,0
booking_hn_46461:4,The sky bar was not fully open for a drink with the good views and spa prices not competitive with the ones in the area .,the sky bar was not fully open for a drink with the good views and spa prices not competitive with the ones in the area,amenity,negative,amenity negative,yes,0,0
booking_hn_64526:0,The room has all the neccessary facilities .,the room has all the neccessary facilities,facility,positive,facility positive,yes,0,0
booking_hn_64526:1,beds are comfortable .,beds are comfortable,facility,positive,facility positive,yes,1,4
booking_hn_64526:2,convenient location to travel around .,convenient location to travel around,amenity,positive,amenity positive,yes,1,6
booking_hn_64526:3,helpful staff .,helpful staff,service,positive,service positive,yes,1,3
booking_hn_64526:4,affordable price .,affordable price,experience,positive,experience positive,yes,1,3
booking_hn_60078:0,Staff very nice and helpful .,staff very nice and helpful,service,positive,service positive,yes,0,0
booking_hn_60078:1,fantastic location .,fantastic location,amenity,positive,amenity positive,yes,1,3
booking_hn_60078:2,great value for price .,great value for price,experience,positive,experience positive,yes,1,5
booking_hn_60078:3,Bed very hard .,bed very hard,facility,negative,facility negative,yes,0,0
booking_hn_60078:4,no milk with breakfast .,no milk with breakfast,service,negative,service negative,yes,1,5
booking_hn_38917:0,The location of Media Hotel is excellent .,the location of media hotel is excellent,amenity,positive,amenity positive,yes,0,0
booking_hn_38917:1,Close to the lake and its many shops .,close to the lake and its many shops,amenity,positive,amenity positive,yes,0,0
booking_hn_38917:2,Very helpful and friendly staff .,very helpful and friendly staff,service,positive,service positive,yes,0,0
booking_hn_38917:3,Choices of food for breakfast was good and varied .,choices of food for breakfast was good and varied,service,positive,service positive,yes,0,0
booking_hn_38917:4,Lots of good fruits .,lots of good fruits,service,positive,service positive,yes,0,0
booking_hn_38917:5,The breakfast area was very small .,the breakfast area was very small,facility,negative,facility negative,yes,0,0
booking_hn_38917:6,The description of balcony in the room is misleading .,the description of balcony in the room is misleading,facility,negative,facility negative,yes,0,0
booking_hn_38917:7,Balcony is right next to the wall of the next building .,balcony is right next to the wall of the next building,facility,negative,facility negative,yes,0,0
booking_full_359704:0,Best hotel we have been to in Vietnam .,best hotel we have been to in vietnam,branding,positive,branding positive,yes,0,0
booking_full_359704:1,"It’s intimate , well designed .","it’s intimate , well designed",facility,positive,facility positive,yes,0,0
booking_full_359704:2,hospitality of the staff is really next level .,hospitality of the staff is really next level,service,positive,service positive,yes,1,9
booking_full_359704:3,Special shout - out to Dora who was always ready to give tips and start a small conversation during breakfast .,special shout - out to dora who was always ready to give tips and start a small conversation during breakfast,service,positive,service positive,yes,0,0
booking_full_359704:4,Also the fact that the general manager Sophia was very often on the workfloor gives a true sense of wellbeing and being noticed as a guest .,also the fact that the general manager sophia was very often on the workfloor gives a true sense of wellbeing and being noticed as a guest,service,positive,service positive,yes,0,0
booking_full_359704:5,the staff really made our stay memorable .,the staff really made our stay memorable,service,positive,service positive,yes,1,8
booking_full_359704:6,Many more staff we could mention .,many more staff we could mention,service,positive,service positive,yes,0,0
booking_hcm_27675:0,Nice and clean condo .,nice and clean condo,facility,positive,facility positive,yes,0,0
booking_hcm_27675:1,Service is really good .,service is really good,service,positive,service positive,yes,0,0
booking_hcm_27675:2,Wonderful .,wonderful,experience,positive,experience positive,yes,0,0
booking_full_324216:0,beautiful resort .,beautiful resort,facility,positive,facility positive,yes,1,3
booking_full_324216:1,"amazing villas with pools , clean beach .","amazing villas with pools , clean beach",facility,positive,facility positive,yes,1,8
booking_full_324216:2,wonderful staff .,wonderful staff,service,positive,service positive,yes,1,3
booking_full_324216:3,green scenery .,green scenery,facility,positive,facility positive,yes,1,3
booking_full_68666:0,recommend to book dinner and breakfast together .,recommend to book dinner and breakfast together,service,positive,service positive,yes,1,8
booking_full_68666:1,guests can enjoy traditional Vietnamese foods .,guests can enjoy traditional vietnamese foods,service,positive,service positive,yes,0,0
booking_full_68666:2,probably to discuss with ower to arrange dinner with your specific Vietnamese food you want to have .,probably to discuss with ower to arrange dinner with your specific vietnamese food you want to have,service,neutral,service neutral,yes,0,0
booking_full_68666:3,the air conditioner is not working .,the air conditioner is not working,facility,negative,facility negative,yes,1,7
booking_full_68666:4,the marble floor should be dries even humid season .,the marble floor should be dries even humid season,facility,neutral,facility neutral,yes,1,10
booking_full_357491:0,"It Was really Fresch and modern , very much a rustic style .","it was really fresch and modern , very much a rustic style",facility,positive,facility positive,yes,0,0
booking_full_357491:1,They were kind enough to upgrade my room as there were rooms available .,they were kind enough to upgrade my room as there were rooms available,service,positive,service positive,yes,0,0
booking_full_357491:2,"Amazing breakfast , and you can have as many banana pancakes as you want - have many because they’re soo good .","amazing breakfast , and you can have as many banana pancakes as you want - have many because they’re soo good",service,positive,service positive,yes,0,0
booking_full_357491:3,Free bikes and tips from the owners where to eat and so on .,free bikes and tips from the owners where to eat and so on,amenity,positive,amenity positive,yes,0,0
booking_full_357491:4,However its outside of the old town but if you don’t mind a little bike ride it’s perfect .,however its outside of the old town but if you don’t mind a little bike ride it’s perfect,amenity,neutral,amenity neutral,yes,0,0
booking_full_357491:5,Recommend pool was fresh .,recommend pool was fresh,facility,positive,facility positive,yes,0,0
booking_full_357491:6,the sun beds were a little bit old .,the sun beds were a little bit old,facility,negative,facility negative,yes,1,9
booking_full_79717:0,Room is very spacious and new .,room is very spacious and new,facility,positive,facility positive,yes,0,0
booking_full_79717:1,"Location is excellent , middle of the city , and near other restaurants and convenient store .","location is excellent , middle of the city , and near other restaurants and convenient store",amenity,positive,amenity positive,yes,0,0
booking_full_79717:2,Breakfast can be improved .,breakfast can be improved,service,neutral,service neutral,yes,0,0
booking_full_79717:3,specifically in the bakery section .,specifically in the bakery section,service,neutral,service neutral,yes,1,6
booking_lamdong_3219:0,Spacious .,spacious,facility,positive,facility positive,yes,0,0
booking_lamdong_3219:1,good location .,good location,amenity,positive,amenity positive,yes,1,3
booking_lamdong_3219:2,"Very old , not well - maintained .","very old , not well - maintained",facility,negative,facility negative,yes,0,0
booking_lamdong_3219:3,many electronic appliances are not working .,many electronic appliances are not working,facility,negative,facility negative,yes,1,7
booking_full_98898:0,Such a warm and friendly welcome .,such a warm and friendly welcome,service,positive,service positive,yes,0,0
booking_full_98898:1,They even texted us before our arrival to check if we had any trouble locating the property .,they even texted us before our arrival to check if we had any trouble locating the property,service,positive,service positive,yes,0,0
booking_full_98898:2,"Motel is easy to locate on Google Maps , situated next to a beach with PLENTY of seafood restaurants to choose from .","motel is easy to locate on google maps , situated next to a beach with plenty of seafood restaurants to choose from",amenity,positive,amenity positive,yes,0,0
booking_full_98898:3,Mr Danh is very friendly and an excellent host - he also speaks good English so communication was no problem .,mr danh is very friendly and an excellent host - he also speaks good english so communication was no problem,service,positive,service positive,yes,0,0
booking_full_98898:4,"Mr Danh actually lives in the community , so he provided great guide to the local eateries and roads which was useful for us .","mr danh actually lives in the community , so he provided great guide to the local eateries and roads which was useful for us",service,positive,service positive,yes,0,0
booking_full_98898:5,Our room had very clean and shiny tiled floors .,our room had very clean and shiny tiled floors,facility,positive,facility positive,yes,0,0
booking_full_98898:6,large bathroom with great water pressure and heated water .,large bathroom with great water pressure and heated water,facility,positive,facility positive,yes,1,10
booking_full_98898:7,Air - conditioning worked very well .,air - conditioning worked very well,facility,positive,facility positive,yes,0,0
booking_full_98898:8,Power socket points were convenient .,power socket points were convenient,facility,positive,facility positive,yes,0,0
booking_full_98898:9,"Many reviews highlighted the firm bed , but it is actually firm yet comfortable .","many reviews highlighted the firm bed , but it is actually firm yet comfortable",facility,positive,facility positive,yes,0,0
booking_full_98898:10,Accomodation was perfect .,accomodation was perfect,experience,positive,experience positive,yes,0,0
booking_full_81612:0,"Vu’s was brilliant , I messaged before and they sorted a tour for us as we only stayed one night .","vu’s was brilliant , i messaged before and they sorted a tour for us as we only stayed one night",service,positive,service positive,yes,0,0
booking_full_81612:1,they also let us leave our bags all day while on a tour .,they also let us leave our bags all day while on a tour,service,positive,service positive,yes,1,14
booking_hn_3811:0,Incredibly comfortable bed .,incredibly comfortable bed,facility,positive,facility positive,yes,0,0
booking_hn_3811:1,Great location .,great location,amenity,positive,amenity positive,yes,0,0
booking_hn_3811:2,Breakfast was really good and catered for many tastes and requirements .,breakfast was really good and catered for many tastes and requirements,service,positive,service positive,yes,0,0
booking_hn_3811:3,beautifully designed .,beautifully designed,facility,positive,facility positive,yes,1,3
booking_hn_3811:4,many details and materials used were not thought through for actual convenience .,many details and materials used were not thought through for actual convenience,facility,negative,facility negative,yes,1,13
booking_hn_3811:5,some elements already are showing wear and tear .,some elements already are showing wear and tear,facility,negative,facility negative,yes,1,9
booking_hn_3811:6,"For a 5 star hotel , the staff seemed to still be inexperienced or still in training , with very odd formalities that were unnecessary , poorly executed , or just awkward .","for a 5 star hotel , the staff seemed to still be inexperienced or still in training , with very odd formalities that were unnecessary , poorly executed , or just awkward",service,negative,service negative,yes,0,0
booking_hn_3811:7,"We also received a phone call to our room at 4:48am , which was a mistake by reception .","we also received a phone call to our room at 4:48am , which was a mistake by reception",service,negative,service negative,yes,0,0
booking_hn_3811:8,When we checked out the staff were not aware of it and we had to tell them what happened ourselves .,when we checked out the staff were not aware of it and we had to tell them what happened ourselves,service,negative,service negative,yes,0,0
booking_hn_3811:9,Known classics were watered down and almost unrecognisable in their taste .,known classics were watered down and almost unrecognisable in their taste,service,negative,service negative,yes,0,0
booking_hn_3811:10,The cocktails in the bar very extortionately priced yet very poorly executed .,the cocktails in the bar very extortionately priced yet very poorly executed,service,negative,service negative,yes,0,0
booking_full_355437:0,We felt so comfortable we didn’t want to leave .,we felt so comfortable we didn’t want to leave,experience,positive,experience positive,yes,0,0
booking_full_355437:1,The staff are just incredible .,the staff are just incredible,service,positive,service positive,yes,0,0
booking_full_355437:2,"Just outside the town , and easily walkable .","just outside the town , and easily walkable",amenity,positive,amenity positive,yes,0,0
booking_full_355437:3,a perfect pool .,a perfect pool,facility,positive,facility positive,yes,1,4
booking_full_355437:4,lovely food .,lovely food,service,positive,service positive,yes,1,3
booking_full_355437:5,our room was beyond beautiful and again .,our room was beyond beautiful and again,facility,positive,facility positive,yes,1,8
booking_full_355437:6,the staff were the absolute icing on the cake .,the staff were the absolute icing on the cake,service,positive,service positive,yes,1,10
booking_full_355437:7,Pictures never do places justice but I’ll have a go .,pictures never do places justice but i’ll have a go,loyalty,positive,loyalty positive,yes,0,0
booking_full_355437:8,In fact we cried as we left and everyone waved us off .,in fact we cried as we left and everyone waved us off,service,positive,service positive,yes,0,0
